property,algo,score,tag,className,name,id,href,alt,xpath.chrome,xpath.idxpath,location,dimension,visible_text,neighbour_text,type,aria-label,attributes
location,distanceLinear,355016.0,jaccard,equal (option),levenshtein (option),levenshtein (option),levenshtein (option),equal (option),jaccard,jaroWinkler,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
href,equal (option),355592.0,jaccard,equal (option),levenshtein (option),levenshtein (option),levenshtein (option),equal (option),jaccard,jaroWinkler,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
type,equal (option),354056.0,equal,levenshtein (option),equal (option),equal (option),levenshtein (option),levenshtein (option),levenshtein,levenshtein,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
aria-label,levenshtein (option),354056.0,equal,levenshtein (option),equal (option),equal (option),levenshtein (option),levenshtein (option),levenshtein,levenshtein,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
xpath.idxpath,jaroWinkler,354152.0,equal,levenshtein (option),equal (option),equal (option),levenshtein (option),levenshtein (option),levenshtein,levenshtein,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
name,levenshtein (option),354248.0,equal,levenshtein (option),equal (option),equal (option),levenshtein (option),levenshtein (option),levenshtein,jaroWinkler,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
location,distanceLargeDecay,354536.0,equal,levenshtein (option),levenshtein (option),equal (option),levenshtein (option),levenshtein (option),levenshtein,jaroWinkler,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
alt,equal (option),354536.0,equal,levenshtein (option),levenshtein (option),equal (option),levenshtein (option),levenshtein (option),levenshtein,jaroWinkler,distanceLargeDecay,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
tag,levenshtein,354824.0,equal,levenshtein (option),levenshtein (option),equal (option),levenshtein (option),equal (option),levenshtein,jaroWinkler,distanceLargeDecay,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
href,equal (option),355400.0,levenshtein,levenshtein (option),levenshtein (option),equal (option),levenshtein (option),equal (option),levenshtein,jaroWinkler,distanceLargeDecay,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
visible_text,levenshtein (option),355400.0,levenshtein,levenshtein (option),levenshtein (option),equal (option),equal (option),equal (option),levenshtein,jaroWinkler,distanceLargeDecay,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
className,equal (option),355496.0,levenshtein,levenshtein (option),levenshtein (option),equal (option),equal (option),equal (option),levenshtein,jaroWinkler,distanceLargeDecay,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
attributes,intersectValueCompare,355496.0,levenshtein,equal (option),levenshtein (option),equal (option),equal (option),equal (option),levenshtein,jaroWinkler,distanceLargeDecay,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
dimension,area,355496.0,levenshtein,equal (option),levenshtein (option),equal (option),equal (option),equal (option),levenshtein,jaroWinkler,distanceLargeDecay,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
neighbour_text,stringSet (option),355496.0,levenshtein,equal (option),levenshtein (option),equal (option),equal (option),equal (option),levenshtein,jaroWinkler,distanceLargeDecay,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
id,levenshtein (option),355736.0,levenshtein,equal (option),levenshtein (option),equal (option),equal (option),equal (option),levenshtein,jaroWinkler,distanceLargeDecay,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
xpath.chrome,levenshtein,355736.0,levenshtein,equal (option),levenshtein (option),levenshtein (option),equal (option),equal (option),levenshtein,jaroWinkler,distanceLargeDecay,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
attributes,intersectValueCompare,354056.0,equal,levenshtein (option),equal (option),equal (option),levenshtein (option),levenshtein (option),levenshtein,levenshtein,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
xpath.chrome,equal,354128.0,equal,levenshtein (option),equal (option),equal (option),levenshtein (option),levenshtein (option),levenshtein,levenshtein,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
neighbour_text,stringSet (option),354128.0,equal,levenshtein (option),equal (option),equal (option),levenshtein (option),levenshtein (option),equal,levenshtein,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
href,equal (option),354896.0,equal,levenshtein (option),equal (option),equal (option),levenshtein (option),levenshtein (option),equal,levenshtein,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
tag,jaccard,355208.0,equal,levenshtein (option),equal (option),equal (option),equal (option),levenshtein (option),equal,levenshtein,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
alt,equal (option),355208.0,jaccard,levenshtein (option),equal (option),equal (option),equal (option),levenshtein (option),equal,levenshtein,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
location,distanceSmallDecay,355304.0,jaccard,levenshtein (option),equal (option),equal (option),equal (option),equal (option),equal,levenshtein,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
name,levenshtein (option),355400.0,jaccard,levenshtein (option),equal (option),equal (option),equal (option),equal (option),equal,levenshtein,distanceSmallDecay,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
aria-label,levenshtein (option),355400.0,jaccard,levenshtein (option),levenshtein (option),equal (option),equal (option),equal (option),equal,levenshtein,distanceSmallDecay,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
className,jaroWinkler (option),355472.0,jaccard,levenshtein (option),levenshtein (option),equal (option),equal (option),equal (option),equal,levenshtein,distanceSmallDecay,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
xpath.idxpath,levenshtein,355472.0,jaccard,jaroWinkler (option),levenshtein (option),equal (option),equal (option),equal (option),equal,levenshtein,distanceSmallDecay,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
type,equal (option),355472.0,jaccard,jaroWinkler (option),levenshtein (option),equal (option),equal (option),equal (option),equal,levenshtein,distanceSmallDecay,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
id,levenshtein (option),355760.0,jaccard,jaroWinkler (option),levenshtein (option),equal (option),equal (option),equal (option),equal,levenshtein,distanceSmallDecay,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
dimension,area,355760.0,jaccard,jaroWinkler (option),levenshtein (option),levenshtein (option),equal (option),equal (option),equal,levenshtein,distanceSmallDecay,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
visible_text,levenshtein (option),355760.0,jaccard,jaroWinkler (option),levenshtein (option),levenshtein (option),equal (option),equal (option),equal,levenshtein,distanceSmallDecay,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
tag,jaccard,354536.0,equal,levenshtein (option),equal (option),equal (option),levenshtein (option),levenshtein (option),levenshtein,levenshtein,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
alt,equal (option),354536.0,jaccard,levenshtein (option),equal (option),equal (option),levenshtein (option),levenshtein (option),levenshtein,levenshtein,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
name,levenshtein (option),354632.0,jaccard,levenshtein (option),equal (option),equal (option),levenshtein (option),equal (option),levenshtein,levenshtein,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
className,equal (option),354632.0,jaccard,levenshtein (option),levenshtein (option),equal (option),levenshtein (option),equal (option),levenshtein,levenshtein,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
xpath.idxpath,jaroWinkler,354728.0,jaccard,equal (option),levenshtein (option),equal (option),levenshtein (option),equal (option),levenshtein,levenshtein,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
href,equal (option),355304.0,jaccard,equal (option),levenshtein (option),equal (option),levenshtein (option),equal (option),levenshtein,jaroWinkler,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
id,levenshtein (option),355496.0,jaccard,equal (option),levenshtein (option),equal (option),equal (option),equal (option),levenshtein,jaroWinkler,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
visible_text,levenshtein (option),355496.0,jaccard,equal (option),levenshtein (option),levenshtein (option),equal (option),equal (option),levenshtein,jaroWinkler,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
location,distanceMediumDecay,355736.0,jaccard,equal (option),levenshtein (option),levenshtein (option),equal (option),equal (option),levenshtein,jaroWinkler,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
neighbour_text,stringSet (option),355736.0,jaccard,equal (option),levenshtein (option),levenshtein (option),equal (option),equal (option),levenshtein,jaroWinkler,distanceMediumDecay,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
aria-label,levenshtein (option),355736.0,jaccard,equal (option),levenshtein (option),levenshtein (option),equal (option),equal (option),levenshtein,jaroWinkler,distanceMediumDecay,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
attributes,intersectValueCompare,355736.0,jaccard,equal (option),levenshtein (option),levenshtein (option),equal (option),equal (option),levenshtein,jaroWinkler,distanceMediumDecay,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
dimension,area,355736.0,jaccard,equal (option),levenshtein (option),levenshtein (option),equal (option),equal (option),levenshtein,jaroWinkler,distanceMediumDecay,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
xpath.chrome,levenshtein,355736.0,jaccard,equal (option),levenshtein (option),levenshtein (option),equal (option),equal (option),levenshtein,jaroWinkler,distanceMediumDecay,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
type,equal (option),355736.0,jaccard,equal (option),levenshtein (option),levenshtein (option),equal (option),equal (option),levenshtein,jaroWinkler,distanceMediumDecay,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
location,distanceSmallDecay,354344.0,equal,levenshtein (option),equal (option),equal (option),levenshtein (option),levenshtein (option),levenshtein,levenshtein,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
neighbour_text,stringSet (option),354344.0,equal,levenshtein (option),equal (option),equal (option),levenshtein (option),levenshtein (option),levenshtein,levenshtein,distanceSmallDecay,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
type,equal (option),354344.0,equal,levenshtein (option),equal (option),equal (option),levenshtein (option),levenshtein (option),levenshtein,levenshtein,distanceSmallDecay,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
id,levenshtein (option),354536.0,equal,levenshtein (option),equal (option),equal (option),levenshtein (option),levenshtein (option),levenshtein,levenshtein,distanceSmallDecay,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
visible_text,levenshtein (option),354536.0,equal,levenshtein (option),equal (option),levenshtein (option),levenshtein (option),levenshtein (option),levenshtein,levenshtein,distanceSmallDecay,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
tag,levenshtein,354920.0,equal,levenshtein (option),equal (option),levenshtein (option),levenshtein (option),levenshtein (option),levenshtein,levenshtein,distanceSmallDecay,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
alt,equal (option),354920.0,levenshtein,levenshtein (option),equal (option),levenshtein (option),levenshtein (option),levenshtein (option),levenshtein,levenshtein,distanceSmallDecay,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
name,levenshtein (option),355016.0,levenshtein,levenshtein (option),equal (option),levenshtein (option),levenshtein (option),equal (option),levenshtein,levenshtein,distanceSmallDecay,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
dimension,area,355016.0,levenshtein,levenshtein (option),levenshtein (option),levenshtein (option),levenshtein (option),equal (option),levenshtein,levenshtein,distanceSmallDecay,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
href,equal (option),355688.0,levenshtein,levenshtein (option),levenshtein (option),levenshtein (option),levenshtein (option),equal (option),levenshtein,levenshtein,distanceSmallDecay,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
className,equal (option),355688.0,levenshtein,levenshtein (option),levenshtein (option),levenshtein (option),equal (option),equal (option),levenshtein,levenshtein,distanceSmallDecay,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
xpath.chrome,jaccard,355880.0,levenshtein,equal (option),levenshtein (option),levenshtein (option),equal (option),equal (option),levenshtein,levenshtein,distanceSmallDecay,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
aria-label,levenshtein (option),355880.0,levenshtein,equal (option),levenshtein (option),levenshtein (option),equal (option),equal (option),jaccard,levenshtein,distanceSmallDecay,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
xpath.idxpath,levenshtein,355880.0,levenshtein,equal (option),levenshtein (option),levenshtein (option),equal (option),equal (option),jaccard,levenshtein,distanceSmallDecay,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
attributes,intersectValueCompare,355880.0,levenshtein,equal (option),levenshtein (option),levenshtein (option),equal (option),equal (option),jaccard,levenshtein,distanceSmallDecay,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
name,levenshtein (option),354152.0,equal,levenshtein (option),equal (option),equal (option),levenshtein (option),levenshtein (option),levenshtein,levenshtein,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
neighbour_text,stringSet (option),354152.0,equal,levenshtein (option),levenshtein (option),equal (option),levenshtein (option),levenshtein (option),levenshtein,levenshtein,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
type,equal (option),354152.0,equal,levenshtein (option),levenshtein (option),equal (option),levenshtein (option),levenshtein (option),levenshtein,levenshtein,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
id,levenshtein (option),354440.0,equal,levenshtein (option),levenshtein (option),equal (option),levenshtein (option),levenshtein (option),levenshtein,levenshtein,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
className,equal (option),354440.0,equal,levenshtein (option),levenshtein (option),levenshtein (option),levenshtein (option),levenshtein (option),levenshtein,levenshtein,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
attributes,intersectValueCompare,354440.0,equal,equal (option),levenshtein (option),levenshtein (option),levenshtein (option),levenshtein (option),levenshtein,levenshtein,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
xpath.chrome,jaccard,354536.0,equal,equal (option),levenshtein (option),levenshtein (option),levenshtein (option),levenshtein (option),levenshtein,levenshtein,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
href,equal (option),355208.0,equal,equal (option),levenshtein (option),levenshtein (option),levenshtein (option),levenshtein (option),jaccard,levenshtein,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
aria-label,levenshtein (option),355208.0,equal,equal (option),levenshtein (option),levenshtein (option),equal (option),levenshtein (option),jaccard,levenshtein,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
xpath.idxpath,levenshtein,355208.0,equal,equal (option),levenshtein (option),levenshtein (option),equal (option),levenshtein (option),jaccard,levenshtein,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
location,distanceMediumDecay,355544.0,equal,equal (option),levenshtein (option),levenshtein (option),equal (option),levenshtein (option),jaccard,levenshtein,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
tag,levenshtein,355928.0,equal,equal (option),levenshtein (option),levenshtein (option),equal (option),levenshtein (option),jaccard,levenshtein,distanceMediumDecay,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
dimension,area,355928.0,levenshtein,equal (option),levenshtein (option),levenshtein (option),equal (option),levenshtein (option),jaccard,levenshtein,distanceMediumDecay,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
alt,equal (option),355928.0,levenshtein,equal (option),levenshtein (option),levenshtein (option),equal (option),levenshtein (option),jaccard,levenshtein,distanceMediumDecay,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
visible_text,levenshtein (option),355928.0,levenshtein,equal (option),levenshtein (option),levenshtein (option),equal (option),equal (option),jaccard,levenshtein,distanceMediumDecay,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
aria-label,levenshtein (option),354056.0,equal,levenshtein (option),equal (option),equal (option),levenshtein (option),levenshtein (option),levenshtein,levenshtein,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
visible_text,levenshtein (option),354056.0,equal,levenshtein (option),equal (option),equal (option),levenshtein (option),levenshtein (option),levenshtein,levenshtein,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
alt,equal (option),354056.0,equal,levenshtein (option),equal (option),equal (option),levenshtein (option),levenshtein (option),levenshtein,levenshtein,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
href,equal (option),354824.0,equal,levenshtein (option),equal (option),equal (option),levenshtein (option),equal (option),levenshtein,levenshtein,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
attributes,intersectValueCompare,354824.0,equal,levenshtein (option),equal (option),equal (option),equal (option),equal (option),levenshtein,levenshtein,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
id,levenshtein (option),355112.0,equal,levenshtein (option),equal (option),equal (option),equal (option),equal (option),levenshtein,levenshtein,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
className,levenshtein (option),355112.0,equal,levenshtein (option),equal (option),levenshtein (option),equal (option),equal (option),levenshtein,levenshtein,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
location,distanceLargeDecay,355400.0,equal,levenshtein (option),equal (option),levenshtein (option),equal (option),equal (option),levenshtein,levenshtein,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
xpath.chrome,levenshtein,355400.0,equal,levenshtein (option),equal (option),levenshtein (option),equal (option),equal (option),levenshtein,levenshtein,distanceLargeDecay,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
dimension,area,355400.0,equal,levenshtein (option),equal (option),levenshtein (option),equal (option),equal (option),levenshtein,levenshtein,distanceLargeDecay,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
neighbour_text,stringSet (option),355400.0,equal,levenshtein (option),equal (option),levenshtein (option),equal (option),equal (option),levenshtein,levenshtein,distanceLargeDecay,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
type,equal (option),355400.0,equal,levenshtein (option),equal (option),levenshtein (option),equal (option),equal (option),levenshtein,levenshtein,distanceLargeDecay,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
tag,levenshtein,355688.0,equal,levenshtein (option),equal (option),levenshtein (option),equal (option),equal (option),levenshtein,levenshtein,distanceLargeDecay,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
xpath.idxpath,levenshtein,355688.0,levenshtein,levenshtein (option),equal (option),levenshtein (option),equal (option),equal (option),levenshtein,levenshtein,distanceLargeDecay,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
name,levenshtein (option),355736.0,levenshtein,levenshtein (option),equal (option),levenshtein (option),equal (option),equal (option),levenshtein,levenshtein,distanceLargeDecay,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
location,distanceSmallDecay,354344.0,equal,levenshtein (option),equal (option),equal (option),levenshtein (option),levenshtein (option),levenshtein,levenshtein,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
id,levenshtein (option),354536.0,equal,levenshtein (option),equal (option),equal (option),levenshtein (option),levenshtein (option),levenshtein,levenshtein,distanceSmallDecay,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
name,levenshtein (option),354632.0,equal,levenshtein (option),equal (option),levenshtein (option),levenshtein (option),levenshtein (option),levenshtein,levenshtein,distanceSmallDecay,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
aria-label,levenshtein (option),354632.0,equal,levenshtein (option),levenshtein (option),levenshtein (option),levenshtein (option),levenshtein (option),levenshtein,levenshtein,distanceSmallDecay,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
alt,equal (option),354632.0,equal,levenshtein (option),levenshtein (option),levenshtein (option),levenshtein (option),levenshtein (option),levenshtein,levenshtein,distanceSmallDecay,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
visible_text,levenshtein (option),354632.0,equal,levenshtein (option),levenshtein (option),levenshtein (option),levenshtein (option),equal (option),levenshtein,levenshtein,distanceSmallDecay,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
xpath.chrome,equal,354704.0,equal,levenshtein (option),levenshtein (option),levenshtein (option),levenshtein (option),equal (option),levenshtein,levenshtein,distanceSmallDecay,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
href,equal (option),355472.0,equal,levenshtein (option),levenshtein (option),levenshtein (option),levenshtein (option),equal (option),equal,levenshtein,distanceSmallDecay,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
className,levenshtein (option),355472.0,equal,levenshtein (option),levenshtein (option),levenshtein (option),equal (option),equal (option),equal,levenshtein,distanceSmallDecay,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
dimension,perimeter,355568.0,equal,levenshtein (option),levenshtein (option),levenshtein (option),equal (option),equal (option),equal,levenshtein,distanceSmallDecay,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
attributes,intersectValueCompare,355568.0,equal,levenshtein (option),levenshtein (option),levenshtein (option),equal (option),equal (option),equal,levenshtein,distanceSmallDecay,perimeter,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
tag,levenshtein,355784.0,equal,levenshtein (option),levenshtein (option),levenshtein (option),equal (option),equal (option),equal,levenshtein,distanceSmallDecay,perimeter,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
neighbour_text,stringSet (option),355784.0,levenshtein,levenshtein (option),levenshtein (option),levenshtein (option),equal (option),equal (option),equal,levenshtein,distanceSmallDecay,perimeter,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
type,equal (option),355784.0,levenshtein,levenshtein (option),levenshtein (option),levenshtein (option),equal (option),equal (option),equal,levenshtein,distanceSmallDecay,perimeter,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
xpath.idxpath,levenshtein,355784.0,levenshtein,levenshtein (option),levenshtein (option),levenshtein (option),equal (option),equal (option),equal,levenshtein,distanceSmallDecay,perimeter,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
href,equal (option),354824.0,equal,levenshtein (option),equal (option),equal (option),levenshtein (option),levenshtein (option),levenshtein,levenshtein,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
visible_text,levenshtein (option),354824.0,equal,levenshtein (option),equal (option),equal (option),equal (option),levenshtein (option),levenshtein,levenshtein,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
neighbour_text,stringSet (option),354824.0,equal,levenshtein (option),equal (option),equal (option),equal (option),levenshtein (option),levenshtein,levenshtein,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
className,levenshtein (option),354824.0,equal,levenshtein (option),equal (option),equal (option),equal (option),levenshtein (option),levenshtein,levenshtein,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
tag,jaccard,355208.0,equal,levenshtein (option),equal (option),equal (option),equal (option),levenshtein (option),levenshtein,levenshtein,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
xpath.chrome,equal,355208.0,jaccard,levenshtein (option),equal (option),equal (option),equal (option),levenshtein (option),levenshtein,levenshtein,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
location,distanceSmallDecay,355304.0,jaccard,levenshtein (option),equal (option),equal (option),equal (option),levenshtein (option),equal,levenshtein,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
aria-label,levenshtein (option),355304.0,jaccard,levenshtein (option),equal (option),equal (option),equal (option),levenshtein (option),equal,levenshtein,distanceSmallDecay,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
dimension,perimeter,355400.0,jaccard,levenshtein (option),equal (option),equal (option),equal (option),levenshtein (option),equal,levenshtein,distanceSmallDecay,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
type,equal (option),355400.0,jaccard,levenshtein (option),equal (option),equal (option),equal (option),levenshtein (option),equal,levenshtein,distanceSmallDecay,perimeter,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
name,levenshtein (option),355496.0,jaccard,levenshtein (option),equal (option),equal (option),equal (option),levenshtein (option),equal,levenshtein,distanceSmallDecay,perimeter,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
attributes,intersectValueCompare,355496.0,jaccard,levenshtein (option),levenshtein (option),equal (option),equal (option),levenshtein (option),equal,levenshtein,distanceSmallDecay,perimeter,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
alt,equal (option),355496.0,jaccard,levenshtein (option),levenshtein (option),equal (option),equal (option),levenshtein (option),equal,levenshtein,distanceSmallDecay,perimeter,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
id,levenshtein (option),355784.0,jaccard,levenshtein (option),levenshtein (option),equal (option),equal (option),equal (option),equal,levenshtein,distanceSmallDecay,perimeter,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
xpath.idxpath,levenshtein,355784.0,jaccard,levenshtein (option),levenshtein (option),levenshtein (option),equal (option),equal (option),equal,levenshtein,distanceSmallDecay,perimeter,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
type,equal (option),354056.0,equal,levenshtein (option),equal (option),equal (option),levenshtein (option),levenshtein (option),levenshtein,levenshtein,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
alt,equal (option),354056.0,equal,levenshtein (option),equal (option),equal (option),levenshtein (option),levenshtein (option),levenshtein,levenshtein,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
